Year,Car Name,Mileage (kms),Fuel Type,Transmission,Price (Lakh),Location
2020,Mercedes-Benz E-Class Exclusive E 220 d BSIV,"8,000",Diesel,Automatic,53.50,"Mehdipatnam, Hyderabad"
2017,Maruti Swift Dzire ZDI,"65,500",Diesel,Manual,6.60,"Bazaar, Bangalore"
2021,Renault Triber RXL BSVI,"59,115",Petrol,Manual,5.50,"Richmond Town, Bangalore"
2014,Honda Amaze VX AT i-Vtech,"32,000",Petrol,Automatic,4.95,"Hsr Layout, Bangalore"
2017,Mercedes-Benz E-Class E350 CDI Avantgrade,"28,000",Diesel,Automatic,43,"Mehdipatnam, Hyderabad"
2015,Skoda Rapid 1.6 MPI Elegance,"76,000",Petrol,Manual,4.95,"Gottigere, Bangalore"
2019,Kia Seltos GTX Plus,"45,543",Petrol,Manual,12.45,"Bellandur, Bangalore"
2022,Tata Nexon XZ Plus S,"14,277",Petrol,Manual,10.83,"Samethanahalli, Bangalore"
2014,Maruti Ertiga VDI Limited Edition,"94,000",Diesel,Manual,6.50,"City, Bangalore"
2019,BMW X1 sDrive20d Expedition,"63,000",Diesel,Automatic,28.75,"R T Nagar, Bangalore"
2012,BMW X1 sDrive20d,"1,16,000",Diesel,Automatic,9.75,"Gottigere, Bangalore"
2023,Maruti S-Presso VXi Plus,"13,134",Petrol,Manual,4.73,"Mahadevapura, Bangalore"
2017,Hyundai EON Magna Plus,"33,409",Petrol,Manual,3.46,"Yeshwanthpur Bazar, Bangalore"
2010,Hyundai i20 1.2 Magna,"1,12,000",Petrol,Manual,3.10,"City, Bangalore"
2016,Hyundai EON Sportz,"44,381",Petrol,Manual,3.08,"Magadi Road, Bangalore"
2015,Maruti Alto K10 VXI,"28,150",Petrol,Manual,3.65,"Malleswaram, Bangalore"
2012,Toyota Etios G,"77,000",Petrol,Manual,3.75,"City, Bangalore"
2015,Maruti Wagon R VXI BS IV,"1,25,000",Petrol,Manual,4.50,"City, Bangalore"
2016,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,"70,000",Diesel,Manual,16.45,"Jp Nagar Iii Phase, Bangalore"
2021,Land Rover Defender 2.0 110 SE,"36,000",Petrol,Automatic,1.11 Crore,"R T Nagar, Bangalore"
2016,Hyundai EON Magna,"34,827",Petrol,Manual,3.28,"Btm Layout, Bangalore"
2012,Mercedes-Benz C-Class 220 CDI MT,"60,000",Diesel,Manual,9.50,"Yeswanthpura, Bangalore"
2021,Mercedes-Benz S-Class S450 4Matic BSVI,"11,000",Petrol,Automatic,1.60 Crore,"Vasanth Nagar, Bangalore"
2020,Maruti Celerio ZXI,"46,532",Petrol,Manual,4.85,"Marathahalli Colony, Bangalore"
2021,MG Hector Sharp Diesel MT,"13,000",Diesel,Manual,20.25,"R T Nagar, Bangalore"
2023,Renault KWID 1.0 RXT AMT,"6,099",Petrol,Automatic,5.34,"Magadi Road, Bangalore"
2018,Hyundai Grand i10 1.2 Kappa Magna BSIV,"52,000",Petrol,Manual,4.99,"Hosur Road, Bangalore"
2014,Hyundai i20 Magna 1.2,"31,006",Petrol,Manual,4.69,"Nagavara, Bangalore"
2016,Maruti Ciaz AT ZXi,"89,563",Petrol,Automatic,5.42,"Magadi Road, Bangalore"
2013,Maruti A-Star Lxi,"58,263",Petrol,Manual,2.80,"Marathahalli Colony, Bangalore"
