Year,Car Name,Mileage (kms),Fuel Type,Transmission,Price (Lakh),Location
2020,Kia Seltos HTE Diesel,"53,000",Diesel,Manual,9.60,"Preet Vihar, New Delhi"
2021,Audi A4 Technology,"40,000",Petrol,Automatic,35,"Badarpur, New Delhi"
2014,Maruti Wagon R LXI BS IV,"66,000",Petrol,Manual,2.69,"Sector 18, Noida"
2022,Maruti Celerio ZXI BSVI,"21,682",Petrol,Manual,5.12,"Indirapuram, Ghaziabad"
2021,Kia Seltos GTX Plus,"48,000",Petrol,Manual,13.90,"Lajpat Nagar, New Delhi"
2019,Ford Endeavour 3.2 Titanium AT 4X4,"60,000",Diesel,Automatic,28.61,New Delhi
2019,Kia Seltos HTX IVT G,"61,577",Petrol,Automatic,10.90,"Sector 28, Gurgaon"
2018,Hyundai Creta 1.6 SX Automatic,"56,000",Petrol,Automatic,8.65,"Peeragarhi B.O, New Delhi"
2020,Kia Seltos HTK Plus iMT,"65,000",Petrol,Manual,10.50,"Preet Vihar, New Delhi"
2020,BMW X7 xDrive 40i M Sport,"35,000",Petrol,Automatic,95,Gurgaon
2022,Tata Tiago 1.2 Revotron XM,"37,376",Petrol,Manual,5.39,"Indirapuram, Ghaziabad"
2014,Honda Amaze 2nd Gen E,"41,861",Petrol,Manual,3.09,"Sector 28, Gurgaon"
2021,Kia Seltos HTK Plus G,"39,000",Petrol,Manual,11.10,"Karam Pura, New Delhi"
2017,Maruti Ciaz VDi Plus SHVS,"67,000",Diesel,Manual,4.41,New Delhi
2021,Kia Seltos HTE Diesel,"65,000",Diesel,Manual,8.15,"Rohini Sector 25, New Delhi"
2020,Kia Seltos HTK Diesel,"67,000",Diesel,Manual,9.25,"Dwarka Sector-6, New Delhi"
2022,Kia Carens Luxury Plus Diesel AT BSVI,"23,000",Diesel,Automatic,16.50,"Nariana, New Delhi"
2010,Fiat Punto 1.2 Active,"25,000",Petrol,Manual,3,New Delhi
2017,Hyundai Grand i10 Sportz,"32,000",Petrol,Manual,3.90,"Vikas Puri, New Delhi"
2015,Volkswagen Polo 1.2 MPI Comfortline,"51,000",Petrol,Manual,3.65,"Preet Vihar, New Delhi"
2017,Maruti Dzire ZXI,"60,811",Petrol,Manual,5.49,"Raj Nagar Extension S.o, Ghaziabad"
2017,Audi A4 30 TFSI Technology,"64,500",Petrol,Automatic,24,"Badarpur, New Delhi"
2023,Mercedes-Benz AMG GLA 35 4MATIC,"8,000",Petrol,Automatic,47,"Rajouri Garden, New Delhi"
2021,Hyundai Venue SX Turbo iMT,"62,000",Petrol,Manual,8.45,"Preet Vihar, New Delhi"
2021,Hyundai Venue SX Turbo iMT,"62,000",Petrol,Manual,8.45,"Preet Vihar, New Delhi"
2015,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,"82,975",Diesel,Automatic,25,"Sector 21e, Gurgaon"
2024,Mercedes-Benz S-Class S 350d BSVI,"1,150",Diesel,Automatic,1.58 Crore,"Moti Nagar, New Delhi"
2023,Hyundai Venue N Line N8 turbo DCT,"24,105",Petrol,Automatic,11.90,"Kailash Colony, New Delhi"
2019,Hyundai Creta 1.6 EX Petrol,"53,000",Petrol,Manual,7.90,"Preet Vihar, New Delhi"
2018,BMW X3 xDrive 20d xLine,"70,000",Diesel,Automatic,29.75,"Badli, Gurgaon"
2019,MG Hector Sharp DCT,"60,000",Petrol,Automatic,12.90,"Chittaranjan, New Delhi"
2024,Hyundai i20 Sportz IVT,"1,200",Petrol,Automatic,9.75,"Preet Vihar, New Delhi"
2016,Hyundai Creta 1.6 VTVT AT SX Plus,"76,000",Petrol,Automatic,7.25,"Bengali Market, New Delhi"
2014,Land Rover Range Rover 3.0 Diesel LWB Vogue BSIV,"73,000",Diesel,Automatic,75,New Delhi
2021,Tata Nexon XZA Plus DualTone Roof AMT S,"35,913",Petrol,Automatic,8.95,"Sector 28, Gurgaon"
2021,Tata Nexon XMA AMT S,"19,881",Petrol,Automatic,8.29,"Sohna Road, Gurgaon"
