Year,Car Name,Mileage (kms),Fuel Type,Transmission,Price (Lakh),Location
2021,1394.0,59000,4.0,0.0,525000.0,0.0
2021,848.0,26701,4.0,0.0,762000.0,0.0
2018,809.0,58726,4.0,1.0,503000.0,0.0
2018,507.0,109000,1.0,1.0,880000.0,0.0
2016,1600.0,50767,4.0,0.0,493000.0,0.0
2017,1383.0,71621,4.0,1.0,360000.0,0.0
2018,1058.0,44000,1.0,0.0,3200000.0,0.0
2021,2081.0,34060,4.0,1.0,726000.0,0.0
2018,1381.0,53897,4.0,1.0,449000.0,0.0
2019,608.0,16000,4.0,1.0,575000.0,0.0
2015,620.0,55000,4.0,1.0,400000.0,0.0
2017,1675.0,115927,0.0,1.0,314000.0,0.0
2016,217.0,52365,4.0,1.0,214000.0,0.0
2023,181.0,49000,4.0,0.0,9500000.0,0.0
2013,27.0,39000,1.0,0.0,1395000.0,0.0
2013,853.0,42088,4.0,1.0,289000.0,0.0
2015,454.0,65000,4.0,1.0,400000.0,0.0
2018,1967.0,71418,4.0,1.0,276000.0,0.0
2022,1303.0,30000,4.0,1.0,390000.0,0.0
2021,2323.0,39300,4.0,1.0,541000.0,0.0
2021,1269.0,97486,1.0,1.0,974000.0,0.0
2019,1982.0,85966,4.0,1.0,241000.0,0.0
2022,1484.0,47942,4.0,0.0,1305000.0,0.0
2021,1979.0,41661,4.0,1.0,421000.0,0.0
2023,1056.0,33000,1.0,0.0,5800000.0,0.0
2016,429.0,57000,4.0,1.0,565000.0,0.0
2015,1368.0,75000,4.0,0.0,350000.0,0.0
2022,1955.0,10680,4.0,0.0,480000.0,0.0
2018,1969.0,45000,4.0,1.0,299000.0,0.0
2012,1670.0,35043,4.0,1.0,234000.0,0.0
2024,828.0,9379,4.0,1.0,836999.0,0.0
2020,1662.0,49300,4.0,0.0,858000.0,0.0
2022,2336.0,38254,0.0,1.0,650000.0,0.0
2021,1278.0,28641,1.0,0.0,1360000.0,0.0
2015,830.0,53302,4.0,1.0,534000.0,0.0
2022,691.0,46000,1.0,1.0,1025000.0,0.0
2021,2124.0,45130,1.0,1.0,675000.0,0.0
2021,2314.0,46647,4.0,0.0,551000.0,0.0
2015,1625.0,57000,4.0,1.0,425000.0,0.0
2018,1985.0,26758,4.0,1.0,300000.0,0.0
2021,1278.0,74905,1.0,0.0,1305000.0,0.0
2013,1931.0,85000,1.0,1.0,325000.0,0.0
2016,1161.0,87000,1.0,1.0,260000.0,0.0
2023,2599.0,7185,4.0,0.0,1427000.0,0.0
2020,1269.0,75464,1.0,1.0,907000.0,0.0
2014,1688.0,77897,4.0,1.0,275000.0,0.0
2019,1355.0,61052,1.0,1.0,525000.0,0.0
2020,2016.0,53959,4.0,1.0,473000.0,0.0
2021,1393.0,33377,4.0,1.0,507000.0,0.0
2017,830.0,28901,4.0,1.0,592000.0,0.0
2018,1692.0,82359,0.0,1.0,358000.0,0.0
2017,1967.0,45985,4.0,1.0,297000.0,0.0
2018,1338.0,70000,1.0,1.0,580000.0,0.0
2023,863.0,19000,4.0,0.0,1111000.0,0.0
2019,1271.0,62000,1.0,1.0,950000.0,0.0
2017,1650.0,87000,1.0,1.0,630000.0,0.0
2019,1665.0,38000,4.0,0.0,490000.0,0.0
2020,1096.0,42296,1.0,0.0,2779000.0,0.0
2017,1589.0,77000,1.0,1.0,555000.0,0.0
2017,609.0,31244,4.0,1.0,449000.0,0.0
2011,2390.0,52000,4.0,1.0,235000.0,0.0
2017,1570.0,67000,1.0,0.0,595000.0,0.0
2014,333.0,95000,4.0,1.0,295000.0,0.0
2017,1491.0,55000,4.0,0.0,490000.0,0.0
2022,2527.0,19704,4.0,1.0,591000.0,0.0
2021,996.0,40000,4.0,0.0,1350000.0,0.0
2016,380.0,39000,4.0,1.0,375000.0,0.0
2017,1592.0,85699,4.0,1.0,472000.0,0.0
2019,413.0,69000,4.0,1.0,890000.0,0.0
2023,2326.0,25000,2.0,0.0,950000.0,0.0
2020,1625.0,32287,4.0,1.0,557000.0,0.0
2016,2613.0,118000,1.0,0.0,2875000.0,0.0
2018,2281.0,39439,1.0,1.0,480999.0,0.0
2021,1885.0,70514,4.0,1.0,500000.0,0.0
2010,784.0,80345,4.0,1.0,229999.0,0.0
2013,1894.0,46684,4.0,1.0,239000.0,0.0
2018,937.0,89000,1.0,1.0,890000.0,0.0
2013,380.0,104734,4.0,1.0,261000.0,0.0
2021,2404.0,138000,1.0,1.0,3275000.0,0.0
2005,481.0,70000,4.0,1.0,221000.0,0.0
2013,725.0,91160,1.0,1.0,455999.0,0.0
2012,1319.0,54000,4.0,1.0,225000.0,0.0
2023,707.0,3500,4.0,0.0,1250000.0,0.0
2021,2448.0,68000,1.0,1.0,1989999.0,0.0
2018,534.0,85000,4.0,1.0,961000.0,0.0
2020,367.0,59663,4.0,1.0,567000.0,0.0
2014,795.0,59371,4.0,1.0,325000.0,0.0
2021,978.0,52504,4.0,0.0,1392000.0,0.0
2017,1570.0,66500,1.0,0.0,575000.0,0.0
2023,745.0,18000,4.0,1.0,1325000.0,0.0
2021,2492.0,61000,4.0,0.0,950000.0,0.0
2014,2360.0,98000,1.0,1.0,650000.0,0.0
2021,1875.0,48908,4.0,1.0,550000.0,0.0
2015,1686.0,51119,4.0,1.0,333000.0,0.0
2019,607.0,89442,4.0,0.0,430000.0,0.0
2019,609.0,87000,4.0,1.0,525000.0,0.0
2017,455.0,65000,4.0,0.0,525000.0,0.0
2013,725.0,114764,1.0,1.0,480000.0,0.0
2021,2270.0,31000,1.0,0.0,1526000.0,0.0
2012,490.0,38000,4.0,1.0,275000.0,0.0
2017,513.0,58000,1.0,0.0,950000.0,0.0
2016,1686.0,39625,4.0,1.0,359000.0,0.0
2018,456.0,31079,4.0,1.0,461000.0,0.0
2021,2016.0,57898,4.0,1.0,517000.0,0.0
2018,801.0,83253,4.0,1.0,605000.0,0.0
2022,557.0,40000,1.0,1.0,1650000.0,0.0
2022,564.0,75000,1.0,0.0,1675000.0,0.0
2012,788.0,54000,4.0,1.0,265000.0,0.0
2019,1950.0,91271,1.0,1.0,682000.0,0.0
2019,1421.0,29392,1.0,1.0,783000.0,0.0
