Year,Car Name,Mileage (kms),Fuel Type,Transmission,Price (Lakh),Location
2013,Hyundai i20 Asta 1.2,"74,000",Petrol,Manual,3.99,"Ramgopalpet, Hyderabad"
2021,Maruti Ciaz Petrol,"21,088",Diesel,Manual,8.75,"Kukatpally, Hyderabad"
2010,Toyota Innova 2.5 G (Diesel) 7 Seater BS III,"2,15,000",Diesel,Manual,3.70,"Yakutpura, Hyderabad"
2015,Ford Aspire 1.2 Ti-VCT Trend,"1,07,210",Petrol,Manual,3.52,"Dr.b R Ambedkar O.u S.o, Hyderabad"
2015,Maruti Alto 800 LXi,"86,518",Petrol,Manual,2.45,"Uppal, Hyderabad"
2017,Maruti Celerio ZXI AT,"62,000",Petrol,Automatic,4.70,"Lb Nagar, Hyderabad"
2023,Maruti Swift VXI BSVI,"25,000",Petrol,Manual,7.75,"Madhapur, Hyderabad"
2018,Maruti Swift Dzire VXI 1.2,"71,573",Petrol,Manual,5.95,"Nagol, Hyderabad"
2014,Hyundai i20 Magna 1.4 CRDi,"1,07,000",Diesel,Manual,4.25,"Mehdipatnam, Hyderabad"
2023,Hyundai i20 Magna 1.2,"49,803",Petrol,Manual,7.90,"Madhapur, Hyderabad"
2016,Hyundai Grand i10 Sportz,"43,344",Petrol,Manual,3.65,"Rangareddi, Hyderabad"
2010,Toyota Innova 2.5 G (Diesel) 7 Seater,"2,96,538",Diesel,Manual,4.65,"L B Nagar, Hyderabad"
2015,Hyundai Grand i10 Magna,"94,000",Petrol,Manual,3.90,Hyderabad
2019,Hyundai Creta 1.4 CRDi S,"1,43,559",Diesel,Manual,10.10,"Gandhi Bhawan, Hyderabad"
2020,Hyundai i20 Sportz Plus BSIV,"51,671",Petrol,Manual,7.25,"Madhapur, Hyderabad"
2022,Maruti S Cross Alpha,"40,000",Petrol,Manual,10.45,"Allembylines, Hyderabad"
2021,Jeep Compass Model S 4X4 Diesel AT BSVI,"26,828",Diesel,Automatic,23.73,"Jntu Kukat Pally, Hyderabad"
2015,Hyundai Grand i10 Sportz Petrol BSIV,"93,902",Petrol,Manual,3.48,"Uppal, Hyderabad"
2017,Maruti Swift Dzire ZDI,"28,737",Diesel,Manual,6.59,"Uppal, Hyderabad"
2015,Honda City i VTEC S,"68,900",Petrol,Manual,5.25,"Bowenpally, Hyderabad"
2017,Maruti Celerio VXI AMT BSIV,"76,610",Petrol,Automatic,4.50,"Gandhi Bhawan, Hyderabad"
2017,Honda Jazz V,"52,188",Petrol,Manual,6.11,"Miyapur, Hyderabad"
2016,Honda City i VTEC VX Option,"1,28,000",Petrol,Manual,5.45,"Banjara Hills, Hyderabad"
2015,Maruti Swift Dzire VDI,"97,986",Diesel,Manual,5.03,"Rangareddi, Hyderabad"
2018,Honda WR-V i-DTEC VX,"50,310",Diesel,Manual,7.80,"Nagole, Hyderabad"
2017,Maruti Celerio VXI,"26,922",Petrol,Manual,4.49,"Miyapur, Hyderabad"
2017,Hyundai i20 Asta 1.2,"75,018",Petrol,Manual,5.45,"Begumbazar, Hyderabad"
2014,Datsun GO T,"64,228",Petrol,Manual,2.29,"Miyapur, Hyderabad"
2012,Honda City 1.5 S MT,"90,988",Petrol,Manual,2.95,"Miyapur, Hyderabad"
2019,Mercedes-Benz CLA 200 CDI Style,"65,735",Diesel,Automatic,25.96,"Jntu Kukat Pally, Hyderabad"
2015,Honda City VX MT,"45,244",Petrol,Manual,6.84,"Uppal, Hyderabad"
2018,Hyundai Verna 1.6 VTVT SX,"43,873",Petrol,Manual,7.80,"Miyapur, Hyderabad"
2016,Maruti Celerio VXI,"54,200",Petrol,Manual,3.86,"Uppal, Hyderabad"
2021,Maruti Swift ZXI Plus BSVI,"22,466",Petrol,Manual,7.50,"Alwal, Hyderabad"
2015,Maruti Celerio VXI AT,"68,000",Petrol,Automatic,3.90,"Lb Nagar, Hyderabad"
2019,Hyundai i20 Asta 1.4 CRDi,"1,20,907",Diesel,Manual,6.78,"Miyapur, Hyderabad"
2017,Honda City V MT,"42,602",Petrol,Manual,6.98,"Uppal, Hyderabad"
2021,MG Hector Plus Select Diesel MT 7 STR,"34,000",Diesel,Manual,16.99,"Lb Nagar, Hyderabad"
2017,Hyundai i20 Sportz 1.4 CRDi,"75,495",Diesel,Manual,5.99,"Jillellaguda, Hyderabad"
2021,Maruti Ertiga VXI,"48,000",Petrol,Manual,9.50,"Uppal, Hyderabad"
2022,Mercedes-Benz C-Class C 200 BSVI,"12,947",Petrol,Automatic,57,"Madhapur, Hyderabad"
2020,MG Hector Sharp Diesel MT BSIV,"54,000",Diesel,Manual,14.90,"Lb Nagar, Hyderabad"
2017,Toyota Fortuner TRD Sportivo 2.8 2WD AT,"69,000",Diesel,Automatic,27.99,"Allembylines, Hyderabad"
2017,Hyundai EON Sportz,"71,114",Petrol,Manual,3.19,"Dr.b R Ambedkar O.u S.o, Hyderabad"
2017,Ford Aspire 1.2 Ti-VCT Titanium,"56,185",Petrol,Manual,5.10,"Dr.b R Ambedkar O.u S.o, Hyderabad"
2019,Maruti Ciaz Petrol,"71,327",Diesel,Manual,6.96,"Miyapur, Hyderabad"
2019,Renault KWID 1.0 RXT Optional,"64,629",Petrol,Manual,3.25,"Rangareddi, Hyderabad"
2013,Maruti Wagon R VXI 1.2,"51,003",Petrol,Manual,2.99,"Miyapur, Hyderabad"
2014,Hyundai Grand i10 CRDi Magna,"1,45,992",Diesel,Manual,2.75,"Kukatpally, Hyderabad"
2012,Maruti Swift Dzire VXi,"1,19,000",Petrol,Manual,3.20,"L B Nagar, Hyderabad"
2017,Maruti Swift Dzire VXI 1.2,"97,987",Petrol,Manual,4.88,"Rangareddi, Hyderabad"
2019,Tata Harrier XZ BSIV,"1,15,000",Diesel,Manual,12.45,"Hyder Shah Kote, Hyderabad"
2023,Kia Sonet GTX Plus Turbo iMT,"17,417",Petrol,Automatic,11.90,"Kukatpally, Hyderabad"
2018,Tata Tigor 1.2 Revotron XZA,"75,245",Petrol,Automatic,4.92,"Miyapur, Hyderabad"
2014,Honda City VX MT,"88,868",Petrol,Manual,5.14,"Miyapur, Hyderabad"
2019,Skoda Rapid 1.5 TDI Style BSIV,"1,54,000",Diesel,Manual,7,"Peerzadiguda, Hyderabad"
2015,Hyundai i20 Asta 1.2,"77,269",Petrol,Manual,4.37,"Rangareddi, Hyderabad"
2019,BMW X1 M Sport sDrive 20d,"69,414",Diesel,Automatic,29.50,"Gandhi Bhawan, Hyderabad"
2019,Audi Q5 40 TDI Premium Plus,"73,861",Diesel,Automatic,37,"Gandhi Bhawan, Hyderabad"
2018,Ford Ecosport 1.5 TDCi Trend BSIV,"66,977",Diesel,Manual,7.41,"Uppal, Hyderabad"
2014,Renault Duster 110PS Diesel RxZ,"85,540",Diesel,Manual,4.50,"Lb Nagar, Hyderabad"
2017,Honda WR-V i-VTEC VX,"47,000",Petrol,Manual,6.85,"Ramgopalpet, Hyderabad"
2018,Hyundai i20 1.2 Asta,"42,000",Petrol,Manual,6.80,"Saidabad Colony, Hyderabad"
2017,Maruti Wagon R VXI 1.2,"38,237",Petrol,Manual,4.16,"Miyapur, Hyderabad"
2020,Maruti Ciaz Alpha BSVI,"75,536",Petrol,Manual,6.86,"Begumbazar, Hyderabad"
2017,Honda WR-V i-VTEC S,"84,387",Petrol,Manual,4.72,"Rangareddi, Hyderabad"
2019,Maruti Vitara Brezza ZDi AMT,"1,47,668",Diesel,Automatic,7.20,"Uppal, Hyderabad"
2017,Maruti Ertiga SHVS VDI,"94,000",Diesel,Manual,7.99,"Lb Nagar, Hyderabad"
2009,Toyota Innova 2.5 G (Diesel) 8 Seater BS III,"1,49,376",Diesel,Manual,6.50,"Gandhi Bhawan, Hyderabad"
2021,Maruti Wagon R ZXI 1.2,"59,000",Petrol,Manual,5.85,"Bowenpally, Hyderabad"
2017,Maruti Vitara Brezza VDi Option,"96,000",Diesel,Manual,7.80,"Lb Nagar, Hyderabad"
2017,Maruti Ciaz Petrol,"49,886",Diesel,Manual,5.57,"Uppal, Hyderabad"
2016,Mahindra XUV500 W9 AT,"1,05,107",Diesel,Automatic,8.04,"Dr.b R Ambedkar O.u S.o, Hyderabad"
2018,Maruti Vitara Brezza ZDi Plus,"47,981",Diesel,Manual,8.88,"Kukatpally, Hyderabad"
2012,Hyundai i10 Magna LPG,"92,000",LPG,Manual,2.50,Hyderabad
2013,Maruti Swift Dzire VDI,"1,02,000",Diesel,Manual,4.25,"Khairatabad, Hyderabad"
2018,Maruti Swift AMT ZXI BSIV,"37,000",Petrol,Automatic,6.85,Hyderabad
2014,Mercedes-Benz CLA 200 CDI Sport,"87,000",Diesel,Automatic,15.70,"Madhapur, Hyderabad"
2021,Honda City ZX MT,"50,183",Petrol,Manual,10.36,"Rangareddi, Hyderabad"
2017,Hyundai Creta 1.6 SX Diesel,"74,648",Diesel,Manual,9.95,"Kukatpally, Hyderabad"
